,price,minimum_nights
43413,40,1
43414,228,2
43415,203,2
43416,49,1
43417,183,30
43418,800,3
43419,50,2
43420,149,3
43421,55,1
43422,108,1
43423,160,2
43424,60,1
43425,52,1
43426,39,2
43427,89,1
43428,57,1
43429,57,1
43430,40,30
43431,55,1
43432,290,30
43433,45,1
43434,150,1
43435,50,2
43436,165,2
43437,68,2
43438,195,6
43439,45,7
43440,66,1
43441,40,30
43442,309,30
43443,240,30
43444,240,30
43445,219,30
43446,125,2
43447,130,2
43448,50,1
43449,51,1
43450,82,1
43451,200,2
43452,150,4
43453,360,3
43454,400,180
43455,45,1
43456,89,1
43457,75,2
43458,75,2
43459,47,1
43460,105,3
43461,90,1
43462,75,2
43463,30,1
43464,499,2
43465,250,3
43466,24,10
43467,79,2
43468,280,2
43469,75,1
43470,58,1
43471,55,1
43472,65,2
43473,65,2
43474,63,2
43475,250,4
43476,200,2
43477,104,2
43478,65,1
43479,45,10
43480,175,2
43481,65,6
43482,150,1
43483,215,5
43484,419,3
43485,215,5
43486,195,2
43487,225,3
43488,65,7
43489,306,30
43490,90,3
43491,700,3
43492,200,5
43493,230,14
43494,150,30
43495,55,1
43496,600,3
43497,68,30
43498,70,1
43499,79,2
43500,175,1
43501,140,15
43502,180,5
43503,37,1
43504,395,5
43505,75,2
43506,50,2
43507,85,1
43508,130,14
43509,225,4
43510,150,2
43511,105,4
43512,85,14
43513,69,1
43514,60,1
43515,85,1
43516,60,1
43517,41,2
43518,130,4
43519,149,2
43520,100,90
43521,600,7
43522,227,29
43523,244,29
43524,150,4
43525,472,2
43526,474,2
43527,214,2
43528,235,2
43529,244,2
43530,495,2
43531,60,7
43532,398,2
43533,260,3
43534,230,2
43535,95,1
43536,229,2
43537,90,1
43538,240,2
43539,90,5
43540,236,2
43541,229,2
43542,160,2
43543,229,2
43544,154,3
43545,200,3
43546,35,4
43547,169,3
43548,75,1
43549,240,2
43550,75,1
43551,50,1
43552,95,2
43553,120,2
43554,60,2
43555,229,2
43556,130,3
43557,100,2
43558,164,29
43559,150,7
43560,355,4
43561,150,29
43562,89,1
43563,1799,2
43564,45,2
43565,395,7
43566,70,1
43567,134,3
43568,200,4
43569,215,2
43570,85,2
43571,350,6
43572,48,30
43573,65,1
43574,271,30
43575,125,3
43576,70,2
43577,250,3
43578,159,2
43579,155,2
43580,159,60
43581,699,2
43582,300,3
43583,165,30
43584,140,26
43585,75,2
43586,51,1
43587,80,1
43588,700,1
43589,90,2
43590,64,5
43591,150,30
43592,549,5
43593,100,4
43594,149,1
43595,50,30
43596,550,3
43597,65,1
43598,99,1
43599,199,1
43600,60,3
43601,154,3
43602,120,10
43603,50,1
43604,70,1
43605,60,1
43606,26,2
43607,65,2
43608,250,5
43609,70,2
43610,65,10
43611,25,2
43612,115,3
43613,325,5
43614,75,1
43615,50,1
43616,65,2
43617,70,5
43618,39,1
43619,75,5
43620,170,4
43621,80,1
43622,71,2
43623,33,4
43624,100,1
43625,70,1
43626,275,1
43627,274,4
43628,140,4
43629,130,2
43630,49,1
43631,100,2
43632,85,1
43633,65,3
43634,150,12
43635,250,30
43636,250,30
43637,139,31
43638,110,2
43639,180,5
43640,300,1
43641,300,2
43642,200,5
43643,220,1
43644,69,2
43645,45,3
43646,119,2
43647,125,1
43648,145,31
43649,59,2
43650,225,2
43651,125,10
43652,100,2
43653,800,3
43654,53,1
43655,100,2
43656,150,10
43657,140,7
43658,53,1
43659,89,1
43660,90,1
43661,66,2
43662,115,2
43663,120,2
43664,165,1
43665,353,30
43666,115,4
43667,120,2
43668,137,1
43669,150,2
43670,4200,114
43671,129,2
43672,100,50
43673,220,1
43674,59,30
43675,100,5
43676,199,15
43677,100,2
43678,115,3
43679,349,5
43680,110,1
43681,75,5
43682,60,1
43683,170,3
43684,56,2
43685,80,1
43686,99,2
43687,85,2
43688,100,6
43689,117,1
43690,249,30
43691,120,2
43692,36,30
43693,100,1
43694,31,1
43695,75,30
43696,78,30
43697,75,30
43698,85,1
43699,160,4
43700,290,2
43701,50,2
43702,35,1
43703,67,1
43704,265,1
43705,180,3
43706,180,2
43707,36,11
43708,55,2
43709,60,30
43710,250,5
43711,60,30
43712,60,30
43713,250,1
43714,65,1
43715,60,30
43716,60,30
43717,420,5
43718,60,2
43719,155,1
43720,60,30
43721,60,30
43722,100,3
43723,60,30
43724,60,30
43725,60,30
43726,60,30
43727,255,2
43728,229,2
43729,235,2
43730,175,2
43731,60,30
43732,60,30
43733,40,7
43734,60,2
43735,50,1
43736,60,1
43737,390,2
43738,140,1
43739,475,2
43740,150,5
43741,228,2
43742,70,3
43743,54,5
43744,350,1
43745,55,1
43746,79,1
43747,250,5
43748,64,30
43749,65,30
43750,90,2
43751,44,1
43752,101,60
43753,33,30
43754,162,2
43755,105,1
43756,420,5
43757,46,1
43758,36,30
43759,45,2
43760,119,2
43761,90,2
43762,120,2
43763,160,2
43764,65,1
43765,100,1
43766,35,3
43767,55,1
43768,85,2
43769,88,28
43770,160,3
43771,70,2
43772,76,3
43773,90,5
43774,200,2
43775,59,1
43776,35,30
43777,160,29
43778,300,15
43779,269,5
43780,99,31
43781,65,2
43782,34,5
43783,150,2
43784,185,1
43785,165,2
43786,125,1
43787,150,8
43788,100,6
43789,88,2
43790,99,1
43791,151,1
43792,105,2
43793,345,2
43794,150,2
43795,57,2
43796,120,1
43797,34,30
43798,65,4
43799,200,5
43800,47,5
43801,100,3
43802,129,31
43803,150,2
43804,165,5
43805,66,2
43806,35,1
43807,63,2
43808,65,15
43809,100,3
43810,180,3
43811,352,30
43812,150,2
43813,225,3
43814,360,2
43815,28,1
43816,170,2
43817,61,30
43818,79,2
43819,325,4
43820,28,1
43821,100,1
43822,199,2
43823,200,3
43824,300,3
43825,145,5
43826,81,2
43827,81,2
43828,81,1
43829,81,2
43830,100,2
43831,81,2
43832,165,4
43833,75,5
43834,92,5
43835,70,2
43836,34,30
43837,65,2
43838,34,30
43839,60,1
43840,34,30
43841,140,3
43842,95,5
43843,34,30
43844,40,7
43845,60,4
43846,120,2
43847,130,29
43848,35,30
43849,189,3
43850,44,1
43851,135,20
43852,55,2
43853,199,1
43854,400,1
43855,129,1
43856,225,2
43857,75,2
43858,35,30
43859,35,30
43860,159,31
43861,36,1
43862,190,1
43863,70,1
43864,186,5
43865,150,2
43866,75,2
43867,75,2
43868,45,3
43869,68,1
43870,135,3
43871,103,2
43872,85,1
43873,200,7
43874,95,1
43875,56,30
43876,90,2
43877,60,1
43878,24,1
43879,45,2
43880,44,2
43881,120,4
43882,450,2
43883,24,1
43884,34,30
43885,34,30
43886,98,6
43887,34,30
43888,500,2
43889,34,30
43890,34,30
43891,195,2
43892,34,30
43893,62,17
43894,20,1
43895,34,30
43896,34,30
43897,34,30
43898,75,1
43899,75,2
43900,95,3
43901,34,30
43902,25,2
43903,130,2
43904,40,30
43905,45,2
43906,150,4
43907,220,2
43908,85,1
43909,135,1
43910,42,7
43911,75,4
43912,85,1
43913,140,3
43914,99,2
43915,140,1
43916,250,3
43917,190,2
43918,175,3
43919,65,1
43920,65,1
43921,339,3
43922,175,1
43923,700,2
43924,65,2
43925,100,7
43926,249,6
43927,84,5
43928,500,1
43929,149,31
43930,85,10
43931,79,2
43932,225,3
43933,160,3
43934,54,1
43935,53,1
43936,90,3
43937,65,1
43938,130,10
43939,55,1
43940,250,31
43941,130,1
43942,90,2
43943,80,1
43944,40,7
43945,40,7
43946,75,1
43947,200,28
43948,40,7
43949,80,5
43950,150,1
43951,69,1
43952,130,8
43953,200,2
43954,110,2
43955,54,1
43956,54,1
43957,50,3
43958,49,2
43959,150,3
43960,60,1
43961,60,4
43962,100,2
43963,55,1
43964,69,20
43965,40,15
43966,180,2
43967,350,1
43968,66,7
43969,120,3
43970,69,1
43971,70,2
43972,350,3
43973,179,1
43974,115,1
43975,90,2
43976,65,1
43977,50,1
43978,45,1
43979,100,1
43980,83,2
43981,72,30
43982,98,7
43983,110,30
43984,250,3
43985,72,30
43986,73,30
43987,250,2
43988,150,1
43989,77,1
43990,120,3
43991,165,1
43992,199,3
43993,120,3
43994,49,1
43995,149,2
43996,68,30
43997,75,2
43998,90,4
43999,150,3
44000,89,3
44001,228,2
44002,256,2
44003,188,2
44004,240,2
44005,255,2
44006,199,3
44007,228,2
44008,166,17
44009,99,1
44010,150,7
44011,99,1
44012,150,3
44013,250,3
44014,790,1
44015,161,2
44016,123,1
44017,299,2
44018,49,1
44019,125,20
44020,123,1
44021,120,20
44022,75,3
44023,190,2
44024,225,1
44025,50,2
44026,95,3
44027,59,5
44028,250,3
44029,65,2
44030,616,2
44031,408,2
44032,100,2
44033,264,2
44034,6800,1
44035,75,1
44036,50,1
44037,60,1
44038,80,2
44039,49,1
44040,377,30
44041,274,30
44042,314,30
44043,314,30
44044,199,1
44045,85,4
44046,239,31
44047,118,4
44048,90,5
44049,91,2
44050,90,2
44051,100,1
44052,180,1
44053,250,1
44054,205,5
44055,69,2
44056,92,2
44057,59,25
44058,149,31
44059,396,2
44060,215,2
44061,120,5
44062,99,14
44063,99,2
44064,100,2
44065,180,5
44066,68,30
44067,169,1
44068,66,30
44069,160,7
44070,89,360
44071,68,30
44072,70,1
44073,40,14
44074,90,3
44075,90,4
44076,99,1
44077,50,1
44078,57,4
44079,200,4
44080,111,14
44081,130,1
44082,119,1
44083,194,1
44084,500,31
44085,500,31
44086,125,2
44087,200,3
44088,65,3
44089,245,30
44090,150,1
44091,60,1
44092,75,7
44093,100,2
44094,590,10
44095,130,30
44096,550,1
44097,100,2
44098,100,3
44099,200,7
44100,150,4
44101,130,5
44102,115,31
44103,95,4
44104,111,1
44105,200,2
44106,198,30
44107,149,5
44108,140,1
44109,140,1
44110,55,1
44111,60,1
44112,49,3
44113,195,2
44114,78,5
44115,140,4
44116,85,4
44117,107,2
44118,140,2
44119,45,1
44120,75,2
44121,180,3
44122,70,5
44123,169,1
44124,350,7
44125,90,2
44126,500,4
44127,54,3
44128,170,4
44129,92,4
44130,59,1
44131,190,30
44132,70,2
44133,365,2
44134,150,7
44135,208,5
44136,70,93
44137,75,2
44138,150,3
44139,135,6
44140,210,7
44141,44,5
44142,85,1
44143,79,3
44144,60,3
44145,75,2
44146,75,1
44147,75,1
44148,195,7
44149,75,1
44150,75,1
44151,100,3
44152,24,60
44153,60,31
44154,60,2
44155,250,5
44156,149,30
44157,126,7
44158,130,2
44159,190,2
44160,90,2
44161,69,1
44162,945,2
44163,155,2
44164,450,5
44165,178,1
44166,40,7
44167,690,1
44168,32,7
44169,250,2
44170,35,7
44171,35,7
44172,45,1
44173,295,2
44174,244,2
44175,409,2
44176,185,2
44177,95,1
44178,230,2
44179,100,29
44180,164,29
44181,78,1
44182,105,3
44183,165,3
44184,250,6
44185,28,1
44186,225,14
44187,54,1
44188,240,1
44189,275,2
44190,55,1
44191,250,3
44192,50,60
44193,135,3
44194,370,1
44195,430,1
44196,159,1
44197,390,1
44198,410,1
44199,265,3
44200,150,7
44201,38,30
44202,101,1
44203,120,90
44204,150,2
44205,225,3
44206,55,2
44207,199,2
44208,200,1
44209,59,3
44210,75,2
44211,28,1
44212,73,30
44213,210,2
44214,199,30
44215,120,6
44216,164,29
44217,45,4
44218,78,2
44219,38,30
44220,38,30
44221,256,2
44222,468,2
44223,229,2
44224,1000,3
44225,89,3
44226,150,3
44227,500,2
44228,74,1
44229,217,2
44230,203,2
44231,305,2
44232,65,1
44233,127,5
44234,99,3
44235,37,30
44236,50,1
44237,195,2
44238,36,120
44239,120,2
44240,120,1
44241,499,3
44242,35,1
44243,67,30
44244,60,28
44245,75,2
44246,63,30
44247,189,2
44248,80,4
44249,59,30
44250,65,5
44251,59,30
44252,50,1
44253,55,1
44254,650,2
44255,267,30
44256,316,30
44257,229,30
44258,262,30
44259,63,12
44260,95,2
44261,45,1
44262,58,30
44263,58,30
44264,58,30
44265,50,3
44266,58,30
44267,58,30
44268,100,1
44269,63,1
44270,27,1
44271,125,3
44272,470,2
44273,225,4
44274,229,2
44275,470,2
44276,228,2
44277,239,3
44278,40,30
44279,59,30
44280,150,1
44281,99,1
44282,99,1
44283,380,3
44284,125,1
44285,50,1
44286,300,5
44287,100,1
44288,200,2
44289,320,15
44290,52,1
44291,304,1
44292,239,2
44293,65,4
44294,300,4
44295,60,4
44296,79,30
44297,50,2
44298,350,20
44299,539,1
44300,249,1
44301,250,4
44302,249,1
44303,49,1
44304,499,1
44305,87,2
44306,250,1
44307,250,1
44308,60,30
44309,50,2
44310,350,4
44311,426,30
44312,50,2
44313,101,2
44314,60,1
44315,100,2
44316,250,2
44317,250,1
44318,168,3
44319,90,4
44320,150,30
44321,70,5
44322,222,29
44323,70,30
44324,200,2
44325,48,1
44326,699,29
44327,249,5
44328,577,2
44329,46,1
44330,50,2
44331,125,1
44332,39,1
44333,27,30
44334,380,25
44335,75,1
44336,499,1
44337,299,2
44338,65,2
44339,200,2
44340,157,29
44341,145,1
44342,240,4
44343,299,1
44344,53,3
44345,699,29
44346,247,2
44347,311,1
44348,99,30
44349,60,14
44350,299,1
44351,250,1
44352,150,30
44353,370,12
44354,195,1
44355,85,4
44356,93,1
44357,199,1
44358,45,2
44359,120,1
44360,189,2
44361,129,1
44362,280,2
44363,38,30
44364,150,7
44365,145,2
44366,95,1
44367,33,30
44368,65,1
44369,220,3
44370,139,20
44371,125,1
44372,500,4
44373,277,29
44374,180,3
44375,699,29
44376,162,29
44377,52,25
44378,176,30
44379,500,1
44380,68,14
44381,182,29
44382,86,1
44383,30,21
44384,150,29
44385,189,29
44386,155,3
44387,199,1
44388,200,29
44389,270,3
44390,199,1
44391,199,1
44392,199,1
44393,199,1
44394,199,1
44395,129,1
44396,149,1
44397,149,1
44398,257,2
44399,185,29
44400,149,1
44401,149,1
44402,159,1
44403,159,1
44404,219,1
44405,159,1
44406,219,1
44407,275,2
44408,113,2
44409,50,7
44410,249,5
44411,182,29
44412,190,29
44413,595,2
44414,68,5
44415,50,1
44416,135,3
44417,120,7
44418,65,2
44419,189,29
44420,90,4
44421,187,29
44422,202,29
44423,43,30
44424,200,29
44425,190,29
44426,184,29
44427,187,29
44428,60,1
44429,2000,365
44430,215,29
44431,200,29
44432,50,2
44433,335,2
44434,50,30
44435,89,1
44436,70,1
44437,65,3
44438,225,3
44439,18,9
44440,22,5
44441,199,1
44442,20,1
44443,204,29
44444,70,1
44445,155,2
44446,95,1
44447,72,1
44448,65,3
44449,75,3
44450,40,2
44451,450,1
44452,150,3
44453,75,1
44454,300,1
44455,135,3
44456,135,5
44457,300,2
44458,30,2
44459,100,2
44460,48,5
44461,40,5
44462,750,7
44463,150,3
44464,50,3
44465,109,45
44466,56,1
44467,199,2
44468,120,3
44469,80,1
44470,95,18
44471,50,14
44472,70,1
44473,110,5
44474,259,1
44475,190,1
44476,875,2
44477,100,1
44478,200,1
44479,100,2
44480,80,10
44481,249,1
44482,300,2
44483,150,2
44484,128,3
44485,120,2
44486,134,7
44487,389,1
44488,38,2
44489,70,1
44490,380,14
44491,75,1
44492,115,2
44493,239,1
44494,140,1
44495,180,2
44496,45,3
44497,29,21
44498,27,2
44499,70,40
44500,210,7
44501,499,4
44502,109,60
44503,129,7
44504,60,1
44505,299,4
44506,150,3
44507,140,30
44508,94,7
44509,300,3
44510,160,4
44511,200,2
44512,132,30
44513,97,6
44514,67,1
44515,395,2
44516,139,7
44517,129,3
44518,100,2
44519,65,2
44520,50,10
44521,51,30
44522,130,29
44523,59,30
44524,50,1
44525,55,2
44526,89,1
44527,60,2
44528,175,7
44529,85,2
44530,170,7
44531,60,1
44532,50,1
44533,130,29
44534,100,29
44535,120,3
44536,200,1
44537,95,7
44538,120,2
44539,129,1
44540,70,1
44541,230,30
44542,250,10
44543,60,1
44544,50,1
44545,150,29
44546,24,5
44547,79,3
44548,180,3
44549,359,5
44550,179,29
44551,135,6
44552,189,29
44553,299,1
44554,100,29
44555,70,2
44556,250,3
44557,499,5
44558,300,3
44559,64,3
44560,35,30
44561,59,1
44562,69,6
44563,120,4
44564,349,6
44565,168,4
44566,589,5
44567,325,4
44568,63,1
44569,265,30
44570,100,3
44571,271,30
44572,175,2
44573,271,30
44574,285,30
44575,200,3
44576,449,5
44577,200,1
44578,100,3
44579,298,30
44580,75,10
44581,60,1
44582,699,29
44583,65,1
44584,55,1
44585,699,29
44586,192,1
44587,699,29
44588,279,2
44589,120,3
44590,699,29
44591,350,3
44592,217,29
44593,112,2
44594,120,1
44595,173,12
44596,45,2
44597,110,3
44598,25,7
44599,438,5
44600,49,2
44601,99,1
44602,175,1
44603,154,29
44604,650,1
44605,247,2
44606,140,4
44607,125,1
44608,55,25
44609,90,3
44610,35,1
44611,380,6
44612,299,6
44613,70,2
44614,180,2
44615,209,29
44616,159,29
44617,463,2
44618,220,29
44619,187,29
44620,215,29
44621,159,29
44622,130,29
44623,38,30
44624,90,3
44625,200,2
44626,140,1
44627,40,2
44628,399,5
44629,40,31
44630,200,1
44631,90,6
44632,145,3
44633,190,1
44634,58,1
44635,341,2
44636,175,1
44637,280,3
44638,58,1
44639,150,1
44640,90,2
44641,53,1
44642,299,4
44643,53,1
44644,190,30
44645,179,1
44646,190,30
44647,700,15
44648,49,3
44649,85,3
44650,190,30
44651,49,3
44652,50,2
44653,149,1
44654,80,1
44655,85,30
44656,94,4
44657,95,3
44658,42,2
44659,250,2
44660,145,3
44661,79,1
44662,389,4
44663,50,1
44664,150,1
44665,110,1
44666,50,1
44667,159,3
44668,130,29
44669,61,1
44670,179,29
44671,130,1
44672,120,1
44673,195,1
44674,70,1
44675,45,14
44676,75,2
44677,75,2
44678,76,2
44679,50,1
44680,220,30
44681,100,6
44682,141,30
44683,175,3
44684,200,30
44685,200,30
44686,240,4
44687,100,3
44688,150,14
44689,60,6
44690,182,4
44691,55,2
44692,55,2
44693,150,1
44694,688,3
44695,123,30
44696,230,1
44697,179,1
44698,70,3
44699,180,10
44700,179,1
44701,150,7
44702,240,2
44703,130,1
44704,89,4
44705,150,1
44706,88,8
44707,165,4
44708,160,2
44709,379,4
44710,36,1
44711,32,2
44712,200,1
44713,98,1
44714,99,1
44715,65,3
44716,115,3
44717,270,1
44718,54,30
44719,100,3
44720,100,1
44721,230,5
44722,270,1
44723,75,1
44724,85,2
44725,449,5
44726,399,6
44727,85,3
44728,100,3
44729,82,3
44730,65,3
44731,100,28
44732,85,2
44733,95,5
44734,290,3
44735,190,3
44736,120,365
44737,161,2
44738,305,30
44739,269,30
44740,113,30
44741,135,4
44742,595,2
44743,250,2
44744,299,5
44745,69,3
44746,149,2
44747,199,5
44748,399,5
44749,50,1
44750,48,1
44751,365,6
44752,75,1
44753,150,1
44754,50,1
44755,150,1
44756,200,3
44757,250,6
44758,150,1
44759,150,4
44760,350,4
44761,335,5
44762,40,1
44763,399,5
44764,100,1
44765,320,2
44766,150,2
44767,120,30
44768,69,2
44769,250,4
44770,64,3
44771,340,2
44772,40,3
44773,47,30
44774,49,1
44775,119,3
44776,48,30
44777,65,1
44778,250,3
44779,325,1
44780,485,5
44781,110,3
44782,115,7
44783,55,2
44784,99,3
44785,148,4
44786,95,7
44787,300,3
44788,95,2
44789,70,4
44790,50,2
44791,40,2
44792,145,7
44793,65,7
44794,149,30
44795,42,2
44796,89,3
44797,300,3
44798,43,1
44799,78,3
44800,25,1
44801,25,5
44802,103,30
44803,349,5
44804,150,1
44805,55,90
44806,157,20
44807,160,2
44808,479,5
44809,280,30
44810,69,1
44811,499,1
44812,35,2
44813,60,1
44814,58,2
44815,120,7
44816,58,2
44817,299,1
44818,299,1
44819,58,2
44820,58,2
44821,99,1
44822,100,2
44823,79,1
44824,299,6
44825,200,2
44826,128,1
44827,149,4
44828,58,2
44829,89,1
44830,99,1
44831,79,1
44832,89,1
44833,155,2
44834,99,3
44835,65,2
44836,79,1
44837,399,6
44838,70,1
44839,80,6
44840,600,2
44841,90,1
44842,100,1
44843,125,4
44844,60,1
44845,91,4
44846,130,2
44847,250,1
44848,140,25
44849,29,1
44850,134,30
44851,125,2
44852,119,2
44853,200,1
44854,360,3
44855,43,2
44856,280,2
44857,60,3
44858,309,2
44859,215,3
44860,150,9
44861,49,1
44862,115,6
44863,85,60
44864,500,4
44865,85,60
44866,69,7
44867,70,3
44868,40,4
44869,40,1
44870,135,2
44871,90,2
44872,28,1
44873,37,1
44874,150,2
44875,170,2
44876,750,2
44877,85,3
44878,254,3
44879,50,14
44880,28,1
44881,140,1
44882,367,2
44883,130,5
44884,165,1
44885,55,2
44886,45,5
44887,96,1
44888,70,3
44889,35,85
44890,60,1
44891,150,2
44892,345,3
44893,100,1
44894,100,1
44895,100,1
44896,100,1
44897,100,1
44898,100,1
44899,100,1
44900,65,1
44901,65,1
44902,259,1
44903,100,1
44904,78,4
44905,178,2
44906,135,2
44907,45,1
44908,70,1
44909,265,6
44910,140,1
44911,130,10
44912,175,4
44913,109,1
44914,199,1
44915,299,1
44916,159,1
44917,341,2
44918,153,4
44919,320,3
44920,549,5
44921,60,14
44922,290,3
44923,149,31
44924,150,3
44925,150,4
44926,59,1
44927,90,3
44928,165,2
44929,130,1
44930,38,7
44931,255,7
44932,175,2
44933,95,3
44934,110,3
44935,599,5
44936,160,6
44937,38,7
44938,200,1
44939,175,20
44940,38,7
44941,38,7
44942,250,2
44943,243,2
44944,100,1
44945,100,1
44946,400,1
44947,350,1
44948,475,1
44949,475,1
44950,425,1
44951,450,1
44952,375,1
44953,450,1
44954,500,1
44955,425,1
44956,450,1
44957,450,1
44958,425,1
44959,100,1
44960,100,1
44961,100,1
44962,100,1
44963,100,1
44964,100,1
44965,100,1
44966,100,1
44967,100,1
44968,100,1
44969,100,1
44970,100,1
44971,100,1
44972,100,1
44973,100,1
44974,100,1
44975,100,1
44976,100,1
44977,100,1
44978,100,1
44979,100,1
44980,100,1
44981,100,1
44982,100,1
44983,100,1
44984,100,1
44985,100,1
44986,100,1
44987,211,3
44988,300,1
44989,100,1
44990,100,1
44991,100,1
44992,100,1
44993,100,1
44994,100,1
44995,100,1
44996,100,1
44997,100,1
44998,100,1
44999,100,1
45000,100,1
45001,100,1
45002,100,1
45003,100,1
45004,100,1
45005,100,1
45006,100,1
45007,100,1
45008,100,1
45009,100,1
45010,300,1
45011,100,1
45012,100,1
45013,100,1
45014,100,1
45015,100,1
45016,100,1
45017,100,1
45018,100,1
45019,100,1
45020,100,1
45021,100,1
45022,290,2
45023,400,1
45024,250,30
45025,60,2
45026,150,1
45027,100,30
45028,425,3
45029,175,36
45030,275,2
45031,945,2
45032,47,1
45033,79,2
45034,179,4
45035,150,4
45036,154,2
45037,65,3
45038,109,3
45039,280,21
45040,60,1
45041,100,2
45042,500,1
45043,149,2
45044,620,2
45045,210,2
45046,155,2
45047,98,2
45048,65,1
45049,200,1
45050,115,30
45051,285,30
45052,140,3
45053,72,1
45054,54,1
45055,90,1
45056,500,8
45057,215,3
45058,86,1
45059,305,2
45060,99,2
45061,340,30
45062,340,30
45063,560,30
45064,125,2
45065,90,30
45066,50,1
45067,70,1
45068,100,1
45069,350,2
45070,115,3
45071,100,1
45072,105,3
45073,100,1
45074,100,1
45075,100,1
45076,100,1
45077,100,1
45078,100,1
45079,105,3
45080,100,2
45081,350,1
45082,73,21
45083,300,1
45084,250,1
45085,500,1
45086,250,1
45087,350,1
45088,300,1
45089,350,1
45090,400,1
45091,350,1
45092,150,3
45093,150,1
45094,325,30
45095,100,3
45096,185,2
45097,69,5
45098,140,3
45099,85,2
45100,140,30
45101,60,1
45102,120,1
45103,150,2
45104,150,3
45105,110,30
45106,120,5
45107,400,5
45108,50,3
45109,100,1
45110,250,2
45111,125,1
45112,130,1
45113,299,30
45114,950,30
45115,580,30
45116,583,30
45117,275,30
45118,299,1
45119,650,1
45120,309,1
45121,223,3
45122,55,3
45123,200,1
45124,140,2
45125,65,3
45126,250,7
45127,85,3
45128,275,2
45129,55,2
45130,49,1
45131,94,3
45132,70,5
45133,70,4
45134,34,1
45135,45,1
45136,390,2
45137,129,4
45138,310,2
45139,78,12
45140,200,1
45141,115,14
45142,275,3
45143,170,3
45144,349,5
45145,48,1
45146,97,1
45147,120,2
45148,222,2
45149,48,1
45150,43,2
45151,150,2
45152,94,4
45153,55,1
45154,48,1
45155,285,1
45156,95,2
45157,179,29
45158,100,29
45159,164,29
45160,302,29
45161,75,3
45162,100,29
45163,325,2
45164,100,29
45165,130,29
45166,130,29
45167,254,29
45168,100,29
45169,224,2
45170,999,1
45171,35,2
45172,160,14
45173,69,2
45174,220,10
45175,189,2
45176,120,2
45177,140,30
45178,15,2
45179,250,5
45180,249,6
45181,49,31
45182,75,4
45183,300,2
45184,200,3
45185,2500,1
45186,314,30
45187,43,3
45188,381,30
45189,377,30
45190,299,2
45191,306,30
45192,120,7
45193,150,1
45194,85,2
45195,180,2
45196,420,3
45197,299,1
45198,245,3
45199,110,7
45200,135,2
45201,65,2
45202,146,2
45203,125,3
45204,400,3
45205,175,3
45206,159,31
45207,49,2
45208,20,2
45209,125,3
45210,64,2
45211,99,2
45212,88,1
45213,119,1
45214,199,1
45215,115,2
45216,36,2
45217,99,2
45218,100,2
45219,99,2
45220,150,1
45221,34,30
45222,199,30
45223,150,30
45224,240,3
45225,175,2
45226,45,1
45227,350,2
45228,70,3
45229,180,2
45230,149,3
45231,69,1
45232,70,30
45233,35,1
45234,92,10
45235,75,1
45236,75,1
45237,125,5
45238,60,1
45239,35,7
45240,107,3
45241,250,15
45242,75,1
45243,62,1
45244,100,2
45245,150,3
45246,130,1
45247,299,3
45248,130,30
45249,250,2
45250,70,1
45251,92,31
45252,60,1
45253,100,1
45254,44,31
45255,175,30
45256,350,3
45257,290,1
45258,200,1
45259,94,5
45260,50,2
45261,690,2
45262,60,1
45263,250,1
45264,210,3
45265,400,3
45266,60,1
45267,300,3
45268,300,5
45269,36,15
45270,119,2
45271,300,4
45272,91,1
45273,200,2
45274,20,7
45275,150,1
45276,350,3
45277,87,20
45278,98,3
45279,150,30
45280,60,1
45281,86,7
45282,240,1
45283,255,3
45284,40,30
45285,180,5
45286,55,1
45287,75,2
45288,60,1
45289,75,3
45290,100,1
45291,70,3
45292,250,4
45293,99,2
45294,210,2
45295,55,2
45296,169,2
45297,89,30
45298,40,1
45299,40,1
45300,130,30
45301,150,30
45302,36,1
45303,333,1
45304,45,30
45305,199,5
45306,75,1
45307,200,2
45308,200,2
45309,30,5
45310,100,1
45311,60,1
45312,30,5
45313,275,2
45314,275,2
45315,255,2
45316,250,25
45317,50,1
45318,43,1
45319,85,2
45320,250,2
45321,100,2
45322,449,1
45323,150,2
45324,200,1
45325,350,29
45326,500,3
45327,150,31
45328,85,1
45329,110,2
45330,120,2
45331,300,3
45332,50,15
45333,585,30
45334,73,1
45335,40,1
45336,150,2
45337,349,2
45338,80,1
45339,84,1
45340,200,2
45341,85,1
45342,100,29
45343,55,7
45344,100,2
45345,350,1
45346,125,3
45347,35,3
45348,75,2
45349,35,1
45350,60,3
45351,83,2
45352,130,5
45353,275,3
45354,54,3
45355,99,1
45356,225,3
45357,120,5
45358,86,8
45359,59,1
45360,75,28
45361,45,1
45362,90,4
45363,110,1
45364,100,3
45365,250,1
45366,80,1
45367,250,15
45368,300,2
45369,65,1
45370,38,1
45371,150,3
45372,350,3
45373,250,3
45374,269,2
45375,85,2
45376,250,10
45377,315,2
45378,100,1
45379,130,29
45380,70,1
45381,139,3
45382,149,3
45383,110,29
45384,120,2
45385,100,1
45386,110,29
45387,90,3
45388,200,2
45389,28,1
45390,125,7
45391,499,5
45392,92,1
45393,28,1
45394,59,1
45395,99,1
45396,39,30
45397,100,2
45398,43,30
45399,28,1
45400,180,2
45401,28,1
45402,460,1
45403,50,1
45404,75,1
45405,109,1
45406,65,3
45407,89,4
45408,199,3
45409,42,1
